Unnamed: 0,Text Blocks,Timestamp,Category,Company,Stock,sentiment
0,,01.01.18,product,xpeng,XPEV,-1
0,,02.01.18,product,xpeng,XPEV,0.075474062
0,,03.01.18,product,xpeng,XPEV,0.747012746
3252,"Xiaopeng Motors is in the A+ round of financing, IDG, GGV, Morningside Capital, Matrix Partners China, Shunwei Capital, etc. participated in the investment. The post-investment valuation of this round is 5 billion yuan. At the same time, the above information also predicts that Xpeng Motors will start the B round of financing in early 2018, and it is expected that one of the BATs will lead the investment, and the pre-investment valuation will be more than 10 billion yuan.",04.01.18,stock,xpeng,XPEV,-0.0125
0,,05.01.18,product,xpeng,XPEV,0.226463326
0,,06.01.18,product,xpeng,XPEV,0.226463326
0,,07.01.18,product,xpeng,XPEV,0.226463326
0,,08.01.18,product,xpeng,XPEV,0.226463326
0,,09.01.18,product,xpeng,XPEV,0.226463326
0,,10.01.18,product,xpeng,XPEV,-0.6
0,,11.01.18,product,xpeng,XPEV,-0.6
0,,12.01.18,product,xpeng,XPEV,-0.6
0,,13.01.18,product,xpeng,XPEV,-0.6
0,,14.01.18,product,xpeng,XPEV,-0.6
0,,15.01.18,product,xpeng,XPEV,-0.6
3253,"Xiaopeng Motors 2018 school recruitment starts, quickly find your seniors and sisters to recommend it",16.01.18,public_relations,xpeng,XPEV,0.333333333
3254,"A few days ago, Xiaopeng Motors’ first pure electric SUV, the BETA version of Xiaopeng Motors, was officially unveiled. Although the new car is a prototype, 90% of the design of the whole car is close to mass production. In the future, the car will officially enter small batches this year. Production stage",17.01.18,technical_innovation,xpeng,XPEV,0.050092764
0,,18.01.18,product,xpeng,XPEV,0.050092764
0,,19.01.18,product,xpeng,XPEV,-0.3
0,,20.01.18,cost,xpeng,XPEV,-0.3
0,,21.01.18,cost,xpeng,XPEV,-0.3
0,,22.01.18,cost,xpeng,XPEV,-0.3
0,,23.01.18,cost,xpeng,XPEV,-0.3
0,,24.01.18,cost,xpeng,XPEV,-0.3
0,,25.01.18,cost,xpeng,XPEV,-0.3
0,,26.01.18,cost,xpeng,XPEV,-0.3
3255,"Xiaopeng Motors announced the completion of three rounds of A-round financing, and announced the B-round financing in early 2018",27.01.18,stock,xpeng,XPEV,0.1
0,,28.01.18,cost,xpeng,XPEV,0.1
0,,29.01.18,cost,xpeng,XPEV,0.1
0,,30.01.18,cost,xpeng,XPEV,0.1
0,,31.01.18,cost,xpeng,XPEV,-0.1
0,,01.02.18,cost,xpeng,XPEV,-0.1
0,,02.02.18,cost,xpeng,XPEV,-0.1
3256,"He Xiaopeng, chairman of Xiaopeng Motors, drove a Beijing brand Xiaopeng car for the first time on the streets of Beijing​, and used automatic parking on the streets near the National Convention Center. He is the first owner of Xiaopeng Motors 1.0 Geek Edition mass-produced car. Xpeng Motors 1.0 Geek Edition will be mass-produced on a small scale, and version 2.0 will be sold to the public in 2018.",03.02.18,public_relations,xpeng,XPEV,0.041666667
0,,04.02.18,cost,xpeng,XPEV,0.041666667
0,,05.02.18,cost,xpeng,XPEV,0.041666667
3257,"With the influx of new car-making forces, the battle of capital in the automotive industry chain has gradually spread from the aftermarket to the front-end manufacturing field. After investing in Weilai and Baidu's investment in Weimar, it also officially entered the new car company Xiaopeng Motors a few days ago. In 2018, BAT's full-scale fight in the automotive field officially kicked off.",06.02.18,sales_marketing,xpeng,XPEV,0.024242424
0,,07.02.18,cost,xpeng,XPEV,0.024242424
0,,08.02.18,cost,xpeng,XPEV,0.024242424
3258,"He Xiaopeng, chairman of Xpeng Motors, revealed in ""A Letter to All Employees of Xpeng Motors"" that the 2.0 mass-produced models of Xpeng Motors will be officially unveiled at the 2018 CES International Consumer Electronics Show and will be officially launched in the spring of 2018",09.02.18,public_relations,xpeng,XPEV,-1
0,,10.02.18,competition,xpeng,XPEV,-1
0,,11.02.18,competition,xpeng,XPEV,-1
0,,12.02.18,competition,xpeng,XPEV,-1
0,,13.02.18,competition,xpeng,XPEV,-1
0,,14.02.18,sales_marketing,xpeng,XPEV,-0.2
0,,15.02.18,sales_marketing,xpeng,XPEV,-0.2
0,,16.02.18,sales_marketing,xpeng,XPEV,-0.2
0,,17.02.18,sales_marketing,xpeng,XPEV,-0.2
0,,18.02.18,sales_marketing,xpeng,XPEV,-0.2
0,,19.02.18,sales_marketing,xpeng,XPEV,-0.2
3259,"At the CES (Consumer Electronics Show), the first major IT event in 2018, which is currently being held in Las Vegas, the United States, two new car manufacturers from China, Byton and Xiaopeng Motors, filled the gap held by LeEco last year. Leave blank.",20.02.18,sales_marketing,xpeng,XPEV,0.121266234
3260,"OEMs in the wave of intelligent driving: GM, an established car company in North America, SAIC, the most active car manufacturer in China, and Xiaopeng Motors, a new car manufacturer.",21.02.18,competition,xpeng,XPEV,0.325757576
0,,22.02.18,product,xpeng,XPEV,0.325757576
0,,23.02.18,product,xpeng,XPEV,0.325757576
0,,24.02.18,product,xpeng,XPEV,0.325757576
3261,"Xpeng Motors 2.0 mass-produced models will be unveiled at the 2018 CES International Consumer Electronics Show and will be officially launched at the beginning of the year. The new car will be upgraded in terms of appearance design, cruising range, driving quality and automatic driving, and the 2.0 version model will be the main product in the future",25.02.18,sales_marketing,xpeng,XPEV,-1
0,,26.02.18,product,xpeng,XPEV,0.075757576
0,,27.02.18,product,xpeng,XPEV,0.075757576
0,,28.02.18,product,xpeng,XPEV,0.075757576
0,,01.03.18,product,xpeng,XPEV,0.075757576
0,,02.03.18,product,xpeng,XPEV,0.075757576
0,,03.03.18,product,xpeng,XPEV,0.075757576
0,,04.03.18,product,xpeng,XPEV,0.075757576
0,,05.03.18,product,xpeng,XPEV,-0.4
0,,06.03.18,product,xpeng,XPEV,-0.4
0,,07.03.18,product,xpeng,XPEV,-0.4
0,,08.03.18,product,xpeng,XPEV,-0.4
0,,09.03.18,product,xpeng,XPEV,-0.4
0,,10.03.18,product,xpeng,XPEV,-0.4
3262,"He Xiaopeng, chairman of Xiaopeng Motors, believes that many traditional car companies can build electric cars, but very few can make good cars. He said that it takes at least five years for an emerging car company to build a car from 0 to 1. For the emerging car-making forces emerging in the market, 2020 is the first year of real PK, and the first year for more users to use better products.",11.03.18,public_relations,xpeng,XPEV,0.234
0,,12.03.18,product,xpeng,XPEV,0.234
0,,13.03.18,product,xpeng,XPEV,0.234
0,,14.03.18,product,xpeng,XPEV,0.234
0,,15.03.18,product,xpeng,XPEV,0.234
0,,16.03.18,product,xpeng,XPEV,0.234
0,,17.03.18,product,xpeng,XPEV,-0.1
0,,18.03.18,product,xpeng,XPEV,-0.1
0,,19.03.18,product,xpeng,XPEV,-0.1
0,,20.03.18,product,xpeng,XPEV,-0.1
3263,"At the ""CES China Innovation Night"" hosted by Titanium Media, He Xiaopeng, chairman of Xiaopeng Motors and co-founder of UC, said that only an industry with a large enough scale can promote the development of the entire IOT industry. Not yet advanced, but world-leading in application portfolio",21.03.18,public_relations,xpeng,XPEV,0.122857143
3264,"The Xiaopeng Motors G3, which was born out of the collision of the idea of ​​running on the ground and flying in the sky, was first released in 2018. Xpeng Motors G3 will easily take you to experience a space-like driving experience. What are you waiting for?",22.03.18,public_relations,xpeng,XPEV,0.341666667
0,,23.03.18,product,xpeng,XPEV,0.341666667
0,,24.03.18,product,xpeng,XPEV,0.341666667
0,,25.03.18,product,xpeng,XPEV,0.341666667
0,,26.03.18,product,xpeng,XPEV,0.341666667
0,,27.03.18,product,xpeng,XPEV,0.341666667
0,,28.03.18,product,xpeng,XPEV,-0.1
0,,29.03.18,product,xpeng,XPEV,-0.1
0,,30.03.18,product,xpeng,XPEV,-0.1
0,,31.03.18,product,xpeng,XPEV,-0.1
0,,01.04.18,product,xpeng,XPEV,-0.1
3265,"In January 2018, Xiaopeng Motors delivered 39 vehicles, marking the first time that a new force in Internet car manufacturing entered the new energy vehicle sales list of the Federation of Passengers and Passengers",02.04.18,sales_marketing,xpeng,XPEV,0.174242424
0,,03.04.18,product,xpeng,XPEV,0.174242424
0,,04.04.18,product,xpeng,XPEV,0.174242424
3266,"The rise of new smartphones in 2008 and 2009 has created a large number of advanced enterprises worth tens of billions of dollars, and even Apple has been the leader for many years. The smart car and new energy car industry, which is a hundred times larger than a mobile phone, is also in full swing in 2018, and has achieved a number of new car manufacturers such as Weilai, Weimar, Singularity, Denza, Xiaopeng, and Ferrari Future. , who will be the next Apple Xiaomi?​",05.04.18,competition,xpeng,XPEV,0.183666334
0,,06.04.18,stock,xpeng,XPEV,0.183666334
0,,07.04.18,stock,xpeng,XPEV,0.183666334
0,,08.04.18,stock,xpeng,XPEV,0.183666334
3267,"According to Caixin news, NIO’s IPO in the United States at the end of 2018 is expected to raise US$2 billion. Is Xiaopeng Motors under pressure?​",09.04.18,stock,xpeng,XPEV,-0.1
0,,10.04.18,stock,xpeng,XPEV,-0.1
0,,11.04.18,stock,xpeng,XPEV,-0.1
0,,12.04.18,product,xpeng,XPEV,-0.1
0,,13.04.18,product,xpeng,XPEV,-0.1
0,,14.04.18,public_relations,xpeng,XPEV,-0.1
0,,15.04.18,technical_innovation,xpeng,XPEV,-0.1
0,,16.04.18,product,xpeng,XPEV,-0.1
0,,17.04.18,product,xpeng,XPEV,-0.1
0,,18.04.18,cost,xpeng,XPEV,-0.1
0,,19.04.18,cost,xpeng,XPEV,-0.1
0,,20.04.18,cost,xpeng,XPEV,-0.1
0,,21.04.18,stock,xpeng,XPEV,-0.1
0,,22.04.18,stock,xpeng,XPEV,-0.1
0,,23.04.18,stock,xpeng,XPEV,0.5
0,,24.04.18,stock,xpeng,XPEV,0.5
0,,25.04.18,stock,xpeng,XPEV,0.5
0,,26.04.18,stock,xpeng,XPEV,0.5
0,,27.04.18,stock,xpeng,XPEV,0.5
0,,28.04.18,stock,xpeng,XPEV,0.5
0,,29.04.18,stock,xpeng,XPEV,0.5
0,,30.04.18,stock,xpeng,XPEV,0.5
0,,01.05.18,stock,xpeng,XPEV,0.5
0,,02.05.18,stock,xpeng,XPEV,0.5
0,,03.05.18,stock,xpeng,XPEV,0.5
0,,04.05.18,stock,xpeng,XPEV,0.5
0,,05.05.18,stock,xpeng,XPEV,0.5
0,,06.05.18,product,xpeng,XPEV,0.5
0,,07.05.18,stock,xpeng,XPEV,0.5
0,,08.05.18,stock,xpeng,XPEV,-0.2
0,,09.05.18,stock,xpeng,XPEV,-0.2
0,,10.05.18,stock,xpeng,XPEV,-0.2
0,,11.05.18,stock,xpeng,XPEV,-0.2
0,,12.05.18,stock,xpeng,XPEV,-0.2
0,,13.05.18,stock,xpeng,XPEV,-0.2
0,,14.05.18,stock,xpeng,XPEV,-0.2
0,,15.05.18,stock,xpeng,XPEV,-0.2
0,,16.05.18,stock,xpeng,XPEV,-0.2
0,,17.05.18,stock,xpeng,XPEV,-0.2
0,,18.05.18,stock,xpeng,XPEV,-0.2
0,,19.05.18,stock,xpeng,XPEV,-0.2
0,,20.05.18,stock,xpeng,XPEV,-0.2
0,,21.05.18,stock,xpeng,XPEV,-0.2
0,,22.05.18,stock,xpeng,XPEV,-0.2
0,,23.05.18,stock,xpeng,XPEV,-0.2
0,,24.05.18,stock,xpeng,XPEV,-0.2
0,,25.05.18,stock,xpeng,XPEV,-0.2
0,,26.05.18,stock,xpeng,XPEV,-0.2
0,,27.05.18,stock,xpeng,XPEV,-0.2
0,,28.05.18,stock,xpeng,XPEV,-0.2
0,,29.05.18,stock,xpeng,XPEV,-0.2
0,,30.05.18,stock,xpeng,XPEV,-0.2
0,,31.05.18,stock,xpeng,XPEV,-0.2
0,,01.06.18,product,xpeng,XPEV,-0.2
0,,02.06.18,product,xpeng,XPEV,-0.2
0,,03.06.18,public_relations,xpeng,XPEV,-0.2
0,,04.06.18,technical_innovation,xpeng,XPEV,-0.2
0,,05.06.18,product,xpeng,XPEV,-0.2
0,,06.06.18,product,xpeng,XPEV,-0.2
0,,07.06.18,cost,xpeng,XPEV,-0.2
0,,08.06.18,cost,xpeng,XPEV,-0.2
0,,09.06.18,cost,xpeng,XPEV,-0.2
0,,10.06.18,stock,xpeng,XPEV,-0.2
0,,11.06.18,stock,xpeng,XPEV,-0.2
0,,12.06.18,stock,xpeng,XPEV,-0.2
0,,13.06.18,stock,xpeng,XPEV,-0.2
0,,14.06.18,stock,xpeng,XPEV,-0.3
0,,15.06.18,stock,xpeng,XPEV,-0.3
0,,16.06.18,stock,xpeng,XPEV,-0.3
0,,17.06.18,stock,xpeng,XPEV,-0.3
0,,18.06.18,stock,xpeng,XPEV,-0.3
0,,19.06.18,stock,xpeng,XPEV,-0.3
0,,20.06.18,stock,xpeng,XPEV,-0.3
0,,21.06.18,stock,xpeng,XPEV,-0.3
0,,22.06.18,stock,xpeng,XPEV,-0.3
0,,23.06.18,product,xpeng,XPEV,-0.3
0,,24.06.18,product,xpeng,XPEV,-0.3
0,,25.06.18,public_relations,xpeng,XPEV,-0.3
0,,26.06.18,technical_innovation,xpeng,XPEV,-0.3
0,,27.06.18,product,xpeng,XPEV,-0.3
0,,28.06.18,product,xpeng,XPEV,-0.3
0,,29.06.18,cost,xpeng,XPEV,-0.3
0,,30.06.18,cost,xpeng,XPEV,-0.3
0,,01.07.18,cost,xpeng,XPEV,-0.3
0,,02.07.18,stock,xpeng,XPEV,-0.3
0,,03.07.18,stock,xpeng,XPEV,-0.3
0,,04.07.18,stock,xpeng,XPEV,-0.3
0,,05.07.18,stock,xpeng,XPEV,-0.1
0,,06.07.18,stock,xpeng,XPEV,-0.1
0,,07.07.18,stock,xpeng,XPEV,-0.1
0,,08.07.18,stock,xpeng,XPEV,-0.1
0,,09.07.18,stock,xpeng,XPEV,-0.1
0,,10.07.18,stock,xpeng,XPEV,-0.1
0,,11.07.18,stock,xpeng,XPEV,-0.1
0,,12.07.18,stock,xpeng,XPEV,-0.1
0,,13.07.18,stock,xpeng,XPEV,-0.1
3268,"Wang Xin, a person most nerds clamored to owe him a membership, was imprisoned in 2015 and released in 2018. When he was released from prison, He Xiaopeng, chairman of Xiaopeng Motors, posted a photo with Wang Xin, the founder of Kuaibo, and revealed that Wang Xin's thinking is completely synchronized with everyone.",14.07.18,public_relations,xpeng,XPEV,0.3
0,,15.07.18,sales_marketing,xpeng,XPEV,0.3
0,,16.07.18,sales_marketing,xpeng,XPEV,0.3
0,,17.07.18,sales_marketing,xpeng,XPEV,0.3
0,,18.07.18,sales_marketing,xpeng,XPEV,0.3
0,,19.07.18,sales_marketing,xpeng,XPEV,0.3
0,,20.07.18,sales_marketing,xpeng,XPEV,0.3
0,,21.07.18,sales_marketing,xpeng,XPEV,0.3
0,,22.07.18,sales_marketing,xpeng,XPEV,0.3
0,,23.07.18,sales_marketing,xpeng,XPEV,0.3
0,,24.07.18,sales_marketing,xpeng,XPEV,0.3
0,,25.07.18,stock,xpeng,XPEV,-0.1
0,,26.07.18,stock,xpeng,XPEV,-0.1
0,,27.07.18,stock,xpeng,XPEV,-0.1
0,,28.07.18,stock,xpeng,XPEV,-0.1
0,,29.07.18,stock,xpeng,XPEV,-0.1
0,,30.07.18,stock,xpeng,XPEV,-0.1
0,,31.07.18,stock,xpeng,XPEV,-0.1
0,,01.08.18,stock,xpeng,XPEV,-0.1
3269,"On August 2, Xiaopeng Motors officially announced the completion of the B+ round of financing with a total contracted amount of 4 billion yuan, and received joint investment from Primavera Capital, Morningside Capital, and He Xiaopeng, chairman and CEO of Xiaopeng Motors. In addition to the continuous investment of many old shareholders, top investors such as Hillhouse Capital, K11, Zhongding Venture Capital, etc. also appeared for the first time and injected strong capital into Xpeng Motors. This is the largest single round of financing so far in 2018 among new car manufacturers.",02.08.18,stock,xpeng,XPEV,0.129022367
0,,03.08.18,technical_innovation,xpeng,XPEV,0.129022367
0,,04.08.18,technical_innovation,xpeng,XPEV,0.129022367
0,,05.08.18,cost,xpeng,XPEV,-1
