Unnamed: 0.1,Unnamed: 0,Text Blocks,Timestamp,Category,Company,Stock
331,331,"Friends of time, in the past 2017, from NIO's first domestic debut at the Shanghai Auto Show to the roll-off of Xiaopeng Motors Geek 1.0 to the debut of WM Motor's EX5 mass-produced car at the end of the year, this year, I witnessed with my own eyes The impact of nearly 10 outstanding new forces in the automotive industry has been reviewed. Entering 2018, I hope you will continue to stay true to your original intentions and work hard to move forward. New forces make cars: Since Tesla entered China in 2014, as the Ministry of Industry and Information Technology released electric vehicle production qualifications to private capital, China has launched a new car movement with great momentum. Up to now, China’s new car companies have exceeded 60 . In the past three years, rookies in car manufacturing have emerged one after another, and those who have entered the game can hardly be simply divided into Internet people and independent entrepreneurs of traditional car companies. There are those who make electric vehicles because of the production of batteries, and those who enter because of the production of surveillance cameras. Those who lost Vanke and switched to new energy, such as Baoneng, are also there. Cross-border companies abound. There is also no shortage of conscientious and sneaky low-key craftsmen, but no matter what their original intentions are, the final market is like a battlefield, and the product speaks",2018-01-01,sales_marketing,ev_all,EV
332,332,"January 3, 2018: Is it many years, or even 30 years, before Tesla self-driving cars are safer than human drivers?",2018-01-03,public_relations,ev_all,EV
333,333,"To borrow a sentence from Tesla CEO Elon Musk: Either die peacefully, or live splendidly.",2018-01-04,public_relations,ev_all,EV
334,334,"Xiaopeng Motors is in the A+ round of financing, IDG, GGV, Morningside Capital, Matrix Partners China, Shunwei Capital, etc. participated in the investment. The post-investment valuation of this round is 5 billion yuan. At the same time, the above information also predicts that Xpeng Motors will start the B round of financing in early 2018, and it is expected that one of the BATs will lead the investment, and the pre-investment valuation will be more than 10 billion yuan.",2018-01-04,stock,ev_all,EV
335,335,"At BYD’s annual media conference in North District, news was sent to share with everyone: BYD’s upcoming EV series models in 2018 will be replaced with ternary lithium batteries, and the mileage will be upgraded. The model name will also become e5 450, For Qin EV450, Song EV400, and Yuan EV360, the battery life is respectively 450km, 400km, and 360km.​",2018-01-08,technical_innovation,ev_all,EV
336,336,"In the 2018 Hurun Global Rich List, Tesla CEO Musk ranks first in the auto industry, with a wealth of 150 billion yuan, ranking 40th in the overall list",2018-01-09,public_relations,ev_all,EV
337,337,"On January 8, 2018, Space-time Electric's ""Blue Avenue"" project officially settled in Jinniu District, Chengdu. The ""Blue Avenue"" project is mainly to provide battery replacement services for pure electric vehicles that are very similar to the energy supplementation method of fuel vehicles. In the electric vehicle industry, at present, BAIC New Energy, NIO, Lifan and other car companies are all carrying out battery replacement services for electric vehicles.​",2018-01-13,technical_innovation,ev_all,EV
338,338,"According to ""Fortune"" magazine, Professor Melosh of Purdue University said that although the extreme environment of space will kill most bacteria, it does not rule out that some bacteria can survive. The Tesla sports car is approaching Mars. If there is a problem with the operation of this car and it hits Mars, and if there are living things on Mars, then the bacteria carried by Tesla may pose a threat to these living things.",2018-01-14,technical_innovation,ev_all,EV
339,339,"NIO CFO: JAC NIO ES8, the sales target for 2018 is 20,000-30,000 units, and the first batch of 10,000 vehicles has been sold.",2018-01-16,sales_marketing,ev_all,EV
340,340,"The new BYD Tang is coming! It is reported that the new car will be equipped with fuel and plug-in hybrid power systems, and will be unveiled at the Beijing Auto Show in April 2018. The interior will be equipped with a 90-degree rotating large screen, which has a sense of technology comparable to Tesla! (",2018-01-16,competition,ev_all,EV
341,341,"Xiaopeng Motors 2018 school recruitment starts, quickly find your seniors and sisters to recommend it",2018-01-16,public_relations,ev_all,EV
342,342,"A few days ago, Xiaopeng Motors’ first pure electric SUV, the BETA version of Xiaopeng Motors, was officially unveiled. Although the new car is a prototype, 90% of the design of the whole car is close to mass production. In the future, the car will officially enter small batches this year. Production stage",2018-01-17,technical_innovation,ev_all,EV
343,343,"The ""3+2"" battery-grade lithium carbonate project of Qinghai Yanhu BYD Resource Development Co., Ltd. and Qinghai Yanhu Fozhao Lanke Lithium Industry Co., Ltd. officially started on the 3rd. The industry said that this will be the largest lithium carbonate project in China. Wang Chuanfu, chairman and president of BYD, said that sufficient lithium resources are crucial to the development of the country's new energy vehicle industry. BYD has mastered the lithium adsorbent preparation technology for extracting lithium from salt lake brine.",2018-01-19,technical_innovation,ev_all,EV
344,344,"few days ago, the Austrian ""Standard"" published an article saying that at the end of 2017, NIO Automobile Company released the ES8 electric car in Beijing, which will be mass-produced in 2018, indicating that China is becoming a big electric car country. NIO Automobile Company was established in Shanghai in 2014. Investors include 55 large international investment companies such as Tencent. A large number of foreign experts and industry elites have been brought into the company. At present, there are more than 4,000 employees in more than 40 countries, including Munich, Germany. More than 130 people. It is reported that NIO electric vehicles have received more than 10,000 orders, and the price of new cars is expected to be 440,000 yuan, which will be reduced to 375,000 yuan after receiving subsidies for new energy vehicles.",2018-01-24,technical_innovation,ev_all,EV
345,345,"Xiaopeng Motors announced the completion of three rounds of A-round financing, and announced the B-round financing in early 2018",2018-01-27,stock,ev_all,EV
346,346,"2018 hits hard, 340,000 SUVs challenge Tesla, is it really powerful or crazy?",2018-01-30,competition,ev_all,EV
